Company_ID,Quarter,Revenue,Net_Profit,Debt_to_Equity,Current_Ratio,EPS,Stock_Volatility,Market_Cap,Credit_Score,Credit_Risk_Score,Stock_Trend
C386,Q3,936.52,566.68,1.02,2.07,18.96,57.48,187.93,725,Low,Stable
C391,Q3,1991.48,-28.72,3.89,2.3,16.37,56.73,193.24,371,High,Stable
C210,Q3,4741.51,1002.79,2.42,4.52,-3.04,49.61,97.88,477,High,Stable
C475,Q2,748.94,-147.0,1.82,2.73,12.99,17.13,256.36,822,Low,Stable
C418,Q2,3829.4,1279.33,1.87,2.95,3.69,34.29,219.71,598,Medium,Stable
C347,Q4,587.98,35.71,4.28,4.8,19.87,17.34,135.76,565,High,Down
C017,Q1,4907.23,16.43,2.81,4.49,2.56,19.28,80.69,819,Low,Down
C128,Q3,1939.0,98.64,3.62,1.26,0.97,38.6,155.96,794,Low,Stable
C427,Q2,3887.41,1432.45,4.5,2.63,9.2,7.25,254.59,574,High,Up
C443,Q1,1745.83,978.39,4.52,4.87,15.88,58.32,29.64,352,High,Up
C364,Q1,3156.96,1162.33,1.71,2.18,-0.19,55.53,77.3,699,Low,Stable
C251,Q2,1000.48,475.98,4.77,2.17,12.74,25.94,473.85,713,Low,Up
C179,Q3,772.8,371.73,0.22,1.38,-3.46,33.35,271.66,788,Low,Down
C182,Q4,4693.42,198.62,1.95,1.01,17.97,30.64,32.19,801,Low,Up
C152,Q1,4592.35,617.1,4.49,3.83,-2.97,53.52,346.7,606,Medium,Stable
C025,Q4,4442.97,738.11,1.45,3.97,17.86,42.87,31.37,716,Low,Stable
C455,Q3,3145.9,874.02,1.44,4.86,7.27,20.3,369.57,808,Low,Up
C180,Q3,4050.93,237.1,1.58,3.98,6.2,29.58,375.11,829,Low,Up
C198,Q4,391.73,1412.71,3.1,1.6,19.33,28.59,325.71,305,High,Up
C344,Q3,1707.21,88.59,2.25,0.68,19.76,57.76,366.24,721,Low,Down
C161,Q1,1602.83,1441.61,3.66,4.93,11.25,14.64,44.44,750,Low,Down
C177,Q4,3196.44,-174.74,4.49,2.03,-1.82,9.93,363.53,726,Low,Down
C285,Q3,1811.99,617.91,3.4,1.9,7.65,53.43,68.78,689,Low,Up
C063,Q4,785.11,366.73,1.1,4.58,8.23,54.32,170.08,633,Medium,Down
C491,Q1,3002.51,563.51,4.67,3.13,7.86,52.95,471.4,747,Low,Up
C150,Q3,4081.2,770.13,1.4,1.47,9.24,33.1,251.69,637,Medium,Down
C154,Q1,1941.51,540.5,0.83,4.5,-4.53,41.29,483.73,387,High,Up
C156,Q3,704.73,505.24,0.54,4.97,12.78,35.98,44.92,568,High,Down
C370,Q2,1023.61,1045.63,2.86,0.89,12.81,8.82,239.04,364,High,Up
C469,Q3,1225.54,965.99,0.66,4.38,-2.11,37.77,31.67,363,High,Up
C049,Q4,1534.49,1216.56,0.78,2.26,9.26,5.75,315.29,569,High,Up
C455,Q3,3231.84,224.93,1.57,2.86,9.21,22.87,39.81,676,Low,Down
C337,Q1,3024.68,836.2,1.48,4.62,12.06,56.28,88.1,628,Medium,Down
C084,Q1,3495.6,794.83,3.06,4.88,-2.87,21.72,129.79,817,Low,Stable
C361,Q3,1844.38,428.55,4.1,1.68,10.66,56.69,374.5,720,Low,Up
C177,Q4,4128.79,626.3,3.83,1.46,2.02,18.76,82.4,612,Medium,Up
C148,Q2,1060.23,333.43,1.39,0.86,7.68,22.3,423.39,608,Medium,Up
C118,Q4,2371.75,41.14,1.3,3.03,14.33,39.56,66.39,488,High,Up
C342,Q2,4014.65,163.46,4.83,0.56,12.64,46.89,18.1,341,High,Up
C476,Q1,941.79,-20.63,0.14,2.35,-2.03,32.58,197.83,619,Medium,Up
C063,Q4,593.82,961.22,4.41,0.83,9.78,53.52,489.73,744,Low,Down
C189,Q2,4424.24,923.24,1.08,2.32,19.23,7.21,55.62,673,Low,Down
C360,Q3,1747.5,1416.03,4.74,0.68,-1.08,55.72,51.31,585,Medium,Stable
C049,Q1,3435.16,1040.45,1.78,4.26,16.32,15.8,375.71,470,High,Up
C327,Q3,175.48,-111.52,2.26,1.44,12.56,53.63,156.42,562,High,Down
C257,Q1,3465.73,1303.22,3.56,1.98,14.35,27.05,358.78,834,Low,Stable
C224,Q4,1614.7,1266.55,2.98,4.42,2.05,50.8,100.41,441,High,Up
C141,Q4,325.92,553.64,1.66,3.86,2.2,41.94,230.31,447,High,Stable
C478,Q1,3068.57,795.97,2.81,1.49,17.65,14.68,133.01,739,Low,Stable
C215,Q1,1241.98,1459.33,3.68,0.82,4.0,55.49,226.04,715,Low,Stable
C435,Q1,1964.7,704.92,0.31,3.72,-3.42,18.5,384.66,324,High,Down
C379,Q4,448.88,1339.05,0.15,2.26,10.01,18.43,381.12,393,High,Down
C440,Q2,778.46,-58.83,2.34,3.95,-1.88,49.78,258.13,604,Medium,Stable
C211,Q3,1524.99,124.79,0.75,2.5,14.91,10.82,464.22,484,High,Up
C318,Q3,494.31,549.28,3.36,2.06,11.04,17.21,132.26,582,Medium,Stable
C032,Q4,4558.59,794.09,1.15,2.53,16.87,32.7,120.54,454,High,Down
C158,Q3,79.93,1187.59,2.22,3.87,14.62,50.68,307.1,313,High,Stable
C285,Q1,2445.11,1480.05,1.07,4.56,-2.2,13.11,310.84,640,Medium,Up
C305,Q2,660.07,461.05,2.79,0.72,4.53,35.12,23.75,772,Low,Up
C429,Q3,1573.01,-119.39,0.67,2.86,14.36,44.12,304.08,407,High,Down
C477,Q2,4633.99,1161.99,0.21,0.65,5.43,52.33,187.53,630,Medium,Down
C286,Q1,850.39,827.45,0.35,2.61,19.31,56.46,373.85,839,Low,Up
C144,Q3,4830.87,137.52,4.78,4.48,13.39,48.16,404.15,738,Low,Down
C424,Q4,1068.68,641.21,0.8,2.13,-4.61,40.91,276.3,683,Low,Up
C019,Q2,3720.75,1061.93,3.57,4.7,17.0,28.85,1.35,459,High,Down
C018,Q1,2756.05,1109.7,0.43,3.34,-2.48,11.17,318.36,731,Low,Down
C257,Q2,4428.17,649.35,0.63,4.7,-1.49,44.04,374.57,695,Low,Up
C078,Q3,2792.27,318.86,2.59,3.91,13.36,59.6,124.87,787,Low,Down
C371,Q3,2696.07,1455.36,2.38,0.97,16.62,45.52,232.59,488,High,Up
C175,Q4,1017.52,927.72,4.76,1.54,8.41,5.92,482.88,717,Low,Down
C498,Q1,872.84,494.0,4.73,2.27,2.23,32.29,149.41,642,Medium,Up
C194,Q1,4586.62,276.79,3.92,1.27,3.78,38.81,111.97,660,Medium,Stable
C476,Q4,1672.8,1042.88,3.05,2.73,3.57,42.93,105.82,408,High,Up
C113,Q4,1891.81,211.71,2.33,2.62,3.17,44.58,279.62,600,Medium,Down
C114,Q1,3811.13,91.91,1.85,4.8,1.07,35.7,474.92,667,Medium,Down
C222,Q2,1727.18,700.72,4.74,2.45,10.22,17.28,304.54,554,High,Up
C166,Q2,4762.71,292.98,3.05,4.04,17.51,56.82,152.01,615,Medium,Up
C435,Q4,3702.74,869.14,2.94,4.74,2.68,43.32,319.47,370,High,Up
C319,Q2,3007.27,0.5,1.24,4.45,-0.33,18.03,312.61,568,High,Up
C132,Q1,4410.43,913.4,0.33,1.44,15.96,22.73,298.66,800,Low,Down
C385,Q3,295.55,281.6,4.73,2.73,13.54,55.71,80.13,508,High,Down
C264,Q3,1322.46,-199.59,1.64,2.06,18.27,53.81,317.47,777,Low,Up
C413,Q2,2351.93,15.79,2.27,2.3,-0.86,27.28,215.37,475,High,Down
C055,Q4,1173.54,1387.15,0.66,2.12,-1.39,7.11,9.79,538,High,Stable
C359,Q4,3732.33,1274.5,4.2,4.22,8.54,7.67,270.11,741,Low,Stable
C131,Q4,4600.08,197.14,0.24,2.53,10.36,20.62,494.64,791,Low,Up
C288,Q4,2147.66,1123.23,4.19,2.86,7.0,39.6,175.19,398,High,Up
C266,Q4,1743.56,834.57,0.79,4.92,9.97,37.13,482.8,628,Medium,Down
C458,Q2,4809.68,1450.54,4.44,0.77,-0.49,39.86,48.55,625,Medium,Up
C467,Q3,2252.02,435.13,3.68,2.7,6.99,44.45,366.36,744,Low,Up
C366,Q3,2470.79,958.48,0.91,3.98,11.45,6.05,57.61,594,Medium,Up
C162,Q2,1790.67,-91.99,2.87,1.18,5.82,10.78,137.15,741,Low,Up
C380,Q4,4552.26,473.62,1.63,3.25,11.99,24.77,285.63,330,High,Down
C481,Q2,2866.33,1438.49,0.97,1.58,6.28,13.52,296.59,430,High,Down
C087,Q3,3822.76,716.27,4.31,4.4,3.34,9.14,387.72,826,Low,Up
C055,Q1,4068.44,289.4,2.08,1.97,2.59,40.25,307.85,737,Low,Down
C476,Q2,1742.15,4.46,2.05,1.98,5.27,49.84,297.01,625,Medium,Down
C288,Q4,2196.79,996.0,0.93,3.19,-4.42,46.39,456.22,566,High,Down
C178,Q3,4249.94,896.26,1.98,1.33,11.71,49.94,226.35,585,Medium,Stable
C391,Q3,1848.11,435.7,4.37,1.78,16.13,41.62,113.02,590,Medium,Stable
C349,Q3,3979.98,1416.6,1.88,2.37,3.87,45.44,81.31,667,Medium,Down
C008,Q3,4707.91,-162.26,4.76,2.09,-3.85,19.95,200.3,785,Low,Stable
C321,Q4,3134.89,316.33,4.74,2.86,19.67,59.62,356.52,467,High,Up
C313,Q1,3721.06,1365.82,0.81,3.2,1.59,15.07,21.75,770,Low,Down
C247,Q3,4035.23,345.59,0.97,3.05,-1.83,16.8,64.96,469,High,Down
C323,Q2,4232.95,228.83,4.33,3.44,4.24,20.89,53.5,645,Medium,Down
C472,Q1,2005.51,708.17,2.02,1.88,13.46,58.64,292.83,377,High,Up
C471,Q3,303.75,1200.46,0.12,1.07,2.35,59.36,121.81,384,High,Up
C443,Q1,2039.29,-24.65,1.44,3.92,9.37,48.72,83.55,500,High,Up
C255,Q2,3385.09,1403.14,3.03,4.33,5.39,39.6,296.59,660,Medium,Down
C328,Q3,2279.23,1151.62,4.02,1.66,-2.06,33.6,380.77,601,Medium,Stable
C054,Q2,3757.37,108.13,0.75,2.33,3.26,58.38,166.41,592,Medium,Up
C249,Q4,1817.06,1010.41,0.64,2.74,13.12,43.26,289.31,593,Medium,Stable
C239,Q3,3191.98,454.43,4.62,2.9,10.3,56.96,49.51,408,High,Up
C229,Q3,972.78,483.9,3.78,3.47,-2.01,22.41,467.63,664,Medium,Stable
C067,Q3,3759.38,1131.59,2.99,0.69,-0.92,23.36,168.78,793,Low,Stable
C051,Q3,2751.2,1436.73,3.87,3.75,11.02,52.01,498.75,566,High,Up
C097,Q4,1060.12,15.31,2.2,0.78,15.34,13.24,489.3,392,High,Up
C092,Q3,1494.96,515.07,3.82,2.61,3.74,57.03,389.52,363,High,Up
C495,Q1,3755.61,617.6,1.92,4.22,9.88,32.91,10.52,727,Low,Stable
C264,Q3,2438.88,439.73,1.3,2.53,-0.73,55.95,271.97,667,Medium,Down
C418,Q4,1119.36,417.42,3.67,1.17,2.78,23.52,43.87,404,High,Down
C291,Q3,4837.99,-111.14,2.16,4.93,-4.49,44.38,447.62,508,High,Up
C096,Q1,3589.87,965.42,4.91,4.5,14.21,31.56,394.92,773,Low,Stable
C088,Q4,4787.82,541.56,1.81,3.97,5.03,39.47,486.18,360,High,Up
C078,Q4,2164.17,131.15,4.62,2.35,15.4,32.74,304.39,645,Medium,Up
C288,Q1,2401.75,1187.26,4.67,1.33,12.71,58.19,261.33,311,High,Up
C120,Q1,4494.88,1164.35,1.29,4.74,15.72,43.07,259.73,765,Low,Down
C302,Q1,2648.99,626.87,4.01,2.9,2.14,18.82,193.53,494,High,Up
C491,Q1,3551.03,307.37,2.22,4.34,-0.37,55.03,234.61,373,High,Down
C400,Q1,1298.26,884.76,4.6,2.04,19.3,21.17,317.89,685,Low,Up
C452,Q4,2261.3,289.86,2.31,2.01,12.93,25.44,466.51,435,High,Down
C500,Q4,661.08,201.21,3.75,4.93,15.85,10.62,298.14,735,Low,Down
C165,Q3,1069.6,1041.87,2.39,2.85,-4.67,54.5,428.63,338,High,Up
C182,Q3,54.67,-131.45,1.22,1.13,3.86,20.74,431.46,842,Low,Up
C469,Q2,244.36,-38.89,1.08,1.49,13.57,19.24,259.66,619,Medium,Stable
C398,Q3,4887.55,-188.46,2.18,2.67,-3.05,55.61,174.06,652,Medium,Up
C223,Q3,1249.65,60.0,3.8,0.69,9.18,49.3,319.97,813,Low,Up
C311,Q1,3333.39,-82.72,3.06,2.58,5.73,12.76,223.22,782,Low,Down
C432,Q1,4203.54,1492.86,3.47,2.39,-4.56,47.31,41.18,715,Low,Up
C466,Q3,2775.77,290.98,1.48,4.01,0.9,55.22,189.22,669,Medium,Down
C007,Q2,808.07,53.76,2.46,2.1,2.12,9.32,497.04,642,Medium,Up
C330,Q1,3654.18,209.69,0.32,4.92,-2.2,50.39,24.73,624,Medium,Up
C263,Q3,3021.24,1391.41,4.11,1.31,10.79,35.11,348.49,666,Medium,Stable
C161,Q3,3669.69,684.27,4.95,3.16,1.06,41.81,420.67,635,Medium,Up
C151,Q4,3860.25,420.19,2.09,0.9,1.94,32.11,324.54,595,Medium,Up
C085,Q2,4878.28,1284.77,0.15,3.8,17.46,43.38,285.09,323,High,Stable
C147,Q4,2889.14,471.48,0.93,4.98,6.68,6.88,353.92,741,Low,Up
C112,Q2,1741.12,369.51,3.3,4.19,4.8,46.95,214.96,403,High,Down
C381,Q1,3259.9,152.38,3.1,3.0,13.1,6.83,46.14,711,Low,Stable
C403,Q2,388.78,442.25,3.96,2.68,17.74,30.04,481.2,593,Medium,Down
C036,Q3,4492.12,338.36,1.34,4.26,-4.37,13.3,216.43,542,High,Up
C285,Q3,640.94,951.42,3.84,4.71,6.21,50.3,332.86,641,Medium,Down
C188,Q2,1672.82,292.29,3.47,4.95,10.27,22.25,265.89,472,High,Up
C082,Q2,4087.94,781.24,1.68,2.28,2.96,29.98,27.81,715,Low,Up
C002,Q2,3006.7,-87.98,2.77,4.96,14.31,28.58,476.4,402,High,Stable
C385,Q4,1998.5,125.19,0.82,1.2,19.29,47.49,396.37,459,High,Up
C303,Q2,2393.51,492.59,2.32,1.64,18.59,31.46,74.97,556,High,Up
C197,Q1,4280.01,1392.81,4.42,0.9,1.65,48.39,490.83,495,High,Up
C404,Q4,1733.02,441.33,2.16,1.72,0.66,9.04,368.58,690,Low,Stable
C011,Q4,4354.77,928.93,4.21,3.96,18.94,15.54,236.42,369,High,Up
C234,Q2,486.27,233.65,2.99,4.34,6.47,35.33,305.88,546,High,Up
C386,Q1,3895.15,15.96,1.04,4.01,0.21,57.09,53.81,628,Medium,Down
C195,Q4,4245.36,-100.49,2.95,3.34,12.67,9.11,280.43,457,High,Down
C471,Q3,950.0,319.2,2.58,2.81,2.11,7.37,37.29,354,High,Down
C119,Q4,2180.22,68.02,2.05,3.69,1.68,13.61,272.66,785,Low,Stable
C396,Q2,869.22,95.82,0.69,2.26,16.98,40.26,276.57,542,High,Up
C020,Q1,3547.69,1093.29,2.14,4.29,-0.94,26.94,437.28,652,Medium,Up
C261,Q2,2699.97,-173.08,0.46,3.55,-3.39,50.41,362.67,709,Low,Up
C293,Q3,3194.85,748.28,0.58,3.64,1.73,8.96,125.15,314,High,Down
C422,Q3,1022.61,445.08,2.14,2.91,10.17,15.8,444.27,446,High,Up
C256,Q3,1098.14,661.13,1.6,4.48,-1.92,21.5,286.83,789,Low,Stable
C222,Q2,255.41,756.81,4.64,1.63,6.79,39.47,303.39,324,High,Stable
C393,Q4,1644.23,332.73,1.94,2.22,10.68,42.68,84.91,632,Medium,Up
C226,Q2,2820.74,301.69,3.81,4.0,16.22,11.83,428.96,473,High,Stable
C053,Q1,4296.78,1046.78,2.7,2.72,0.75,56.91,465.52,589,Medium,Up
C428,Q4,3351.29,1281.17,3.55,4.5,15.43,23.76,387.61,444,High,Down
C355,Q3,2205.21,127.39,1.37,2.06,0.87,44.22,470.41,421,High,Stable
C500,Q2,4767.94,-34.05,4.72,2.16,11.92,33.83,151.5,326,High,Down
C342,Q3,3610.26,1326.25,2.7,4.5,5.77,17.25,430.63,365,High,Stable
C364,Q3,4654.32,394.82,4.17,2.59,-2.13,51.54,244.7,400,High,Down
C280,Q1,2661.56,737.24,1.89,2.82,12.86,50.0,82.38,687,Low,Stable
C081,Q4,1331.58,411.22,0.59,2.0,0.44,26.78,334.57,393,High,Stable
C202,Q1,311.49,13.86,3.4,1.75,-0.58,37.37,342.22,366,High,Up
C158,Q1,3644.12,801.86,0.14,3.45,3.96,19.18,143.82,549,High,Stable
C120,Q1,650.45,692.74,2.43,1.04,11.33,42.94,14.23,441,High,Stable
C059,Q3,1548.74,145.09,1.04,4.46,0.85,22.0,100.32,566,High,Down
C494,Q1,2685.73,568.18,3.17,4.01,-0.41,51.42,200.19,514,High,Down
C215,Q1,2843.86,1154.81,4.9,1.36,-4.75,16.96,84.2,788,Low,Stable
C128,Q4,3022.89,803.72,2.38,3.62,6.79,5.81,97.42,795,Low,Stable
C224,Q4,872.96,-35.24,4.11,3.21,5.72,19.77,196.0,779,Low,Up
C209,Q1,1929.7,731.64,2.59,1.33,0.85,15.51,480.91,789,Low,Down
C370,Q4,3105.11,994.66,2.53,1.73,-3.66,32.96,382.24,300,High,Stable
C115,Q4,4850.6,1147.6,4.66,2.34,5.73,16.2,160.21,308,High,Up
C209,Q1,3651.77,869.5,4.46,3.65,14.71,46.98,475.83,679,Low,Stable
C014,Q3,4616.89,59.52,3.95,3.37,12.88,18.28,323.0,443,High,Down
C009,Q1,3822.95,1007.29,1.55,2.9,16.52,43.88,228.0,601,Medium,Up
C040,Q4,2979.0,951.48,2.77,3.96,-4.76,36.82,234.42,716,Low,Up
C450,Q3,1000.52,-158.47,1.2,3.91,19.16,59.24,205.67,478,High,Stable
C237,Q2,3350.09,499.97,2.28,3.28,3.54,59.99,116.88,577,High,Up
C281,Q3,3135.73,366.02,2.47,4.04,19.76,52.82,193.62,443,High,Up
C359,Q4,3032.22,938.0,4.18,2.0,1.32,46.8,264.18,638,Medium,Down
C201,Q3,2474.44,167.43,4.49,4.47,6.79,26.26,264.25,758,Low,Down
C246,Q1,2666.85,804.48,2.13,3.27,3.85,46.43,380.99,630,Medium,Up
C278,Q2,1705.49,1352.45,0.19,4.2,3.89,57.62,179.72,569,High,Down
C235,Q2,2620.6,1156.26,4.32,2.96,16.06,6.29,358.54,486,High,Down
C494,Q2,1027.9,1366.48,0.95,1.48,13.66,34.59,289.26,471,High,Up
C004,Q4,4035.61,1463.46,3.15,2.94,19.8,16.99,480.94,703,Low,Down
C154,Q4,969.6,-181.86,0.22,2.17,10.34,35.68,192.95,767,Low,Down
C442,Q2,470.58,858.66,2.06,3.64,6.58,30.65,450.66,546,High,Up
C029,Q3,2209.42,501.83,4.93,2.64,-2.75,36.67,410.41,822,Low,Stable
C109,Q2,3308.62,1261.75,0.59,4.26,19.91,35.3,319.01,410,High,Down
C098,Q3,2216.7,228.08,2.18,3.55,8.79,57.81,327.43,602,Medium,Up
C215,Q3,1419.93,1467.75,1.61,3.58,12.51,35.37,42.78,772,Low,Up
C293,Q4,2812.95,843.3,4.53,1.48,5.17,51.54,475.14,591,Medium,Down
C075,Q3,1767.66,1149.01,4.36,4.93,8.69,22.59,53.91,551,High,Up
C326,Q2,4667.7,-54.48,1.26,4.29,18.56,29.1,281.84,474,High,Up
C146,Q4,4617.09,111.88,0.5,4.05,-0.84,30.87,165.37,408,High,Up
C128,Q1,2536.74,1089.29,3.17,1.99,2.31,20.33,215.21,639,Medium,Down
C341,Q1,1673.03,-162.62,1.75,2.91,-1.2,25.89,305.29,313,High,Up
C042,Q4,3698.81,1188.69,3.39,1.12,14.81,37.92,454.47,621,Medium,Stable
C356,Q2,231.73,-176.29,0.26,2.92,-3.45,36.91,229.05,342,High,Down
C041,Q1,2400.11,917.1,0.75,1.16,-2.96,40.0,493.87,760,Low,Stable
C422,Q1,1714.8,420.66,3.46,2.99,2.46,24.35,296.61,401,High,Down
C034,Q3,4606.65,839.54,1.14,3.42,7.85,22.37,80.7,308,High,Down
C017,Q3,109.41,983.25,4.3,2.26,5.16,38.64,95.41,448,High,Stable
C165,Q2,2786.43,382.21,0.39,2.74,-3.88,12.31,358.2,637,Medium,Down
C153,Q4,3716.28,-16.46,1.16,4.44,18.94,18.92,25.67,523,High,Up
C486,Q2,2450.84,-81.6,4.99,0.99,18.82,7.32,240.43,409,High,Down
C378,Q4,472.74,801.19,2.22,4.06,1.98,8.99,74.54,653,Medium,Stable
C076,Q1,4863.68,685.11,3.54,1.27,13.29,18.39,216.89,383,High,Down
C087,Q3,2614.15,1061.74,1.0,0.67,9.46,6.07,375.08,365,High,Up
C117,Q2,3090.22,666.55,3.09,1.34,0.94,18.5,229.68,687,Low,Up
C362,Q2,1221.22,518.16,3.66,3.94,1.55,41.02,82.14,434,High,Down
C342,Q4,2443.32,476.75,1.64,2.32,7.28,8.36,126.34,385,High,Up
C469,Q4,2174.29,-155.04,4.16,4.43,5.48,29.02,184.09,383,High,Stable
C027,Q2,420.73,370.45,3.06,2.86,2.28,55.22,35.25,526,High,Down
C313,Q4,575.49,1459.23,2.01,0.6,15.19,48.52,292.38,559,High,Up
C287,Q2,4195.49,1285.04,2.83,3.73,7.04,21.8,303.96,319,High,Up
C134,Q2,1237.11,359.94,2.93,1.0,11.37,55.86,31.54,334,High,Up
C219,Q2,1015.04,799.25,0.91,4.05,-0.27,23.13,201.45,742,Low,Up
C168,Q1,2549.31,1240.4,2.07,1.26,8.34,8.99,207.29,569,High,Stable
C098,Q4,3855.3,550.17,1.78,2.05,2.95,59.67,167.24,705,Low,Stable
C268,Q3,356.64,-169.47,2.06,3.93,8.16,52.85,279.09,807,Low,Stable
C237,Q3,2905.2,-73.33,3.83,4.79,14.52,30.63,173.31,603,Medium,Stable
C309,Q4,640.09,667.67,2.46,2.17,14.22,41.65,208.5,584,Medium,Down
C455,Q2,230.48,1448.05,4.71,4.23,3.86,41.92,398.86,847,Low,Stable
C394,Q3,311.08,978.46,1.54,1.36,12.36,15.7,81.47,328,High,Stable
C173,Q3,4179.11,-79.44,2.14,4.13,18.53,16.0,309.75,690,Low,Stable
C401,Q4,633.96,121.91,3.96,3.46,10.64,30.83,253.04,715,Low,Stable
C410,Q3,273.5,1111.25,2.78,1.37,-1.29,55.14,152.88,441,High,Down
C469,Q2,2217.6,1230.45,2.78,1.86,11.99,5.55,363.9,640,Medium,Up
C476,Q4,4227.77,850.08,0.36,1.09,-2.38,48.04,275.82,544,High,Down
C190,Q2,1348.92,895.52,2.05,2.22,16.8,8.16,238.94,304,High,Down
C122,Q3,2137.48,-151.83,1.43,1.42,7.92,31.3,334.0,748,Low,Down
C046,Q3,247.62,1208.5,5.0,3.4,4.63,40.08,401.24,565,High,Stable
C064,Q2,2272.94,1140.07,1.61,4.98,-3.57,42.77,486.35,790,Low,Stable
C130,Q1,2909.18,240.36,4.43,0.55,4.52,8.22,314.86,538,High,Down
C310,Q3,2875.99,1004.75,3.41,2.93,17.58,28.02,437.28,549,High,Up
C363,Q1,1695.51,165.25,1.77,3.08,-4.48,37.11,1.05,590,Medium,Up
C193,Q3,1611.89,-131.44,2.76,4.61,6.87,8.63,265.35,842,Low,Up
C307,Q1,577.79,141.93,4.22,2.78,18.28,12.43,107.72,378,High,Up
C181,Q1,1865.65,103.67,4.43,2.95,4.87,41.5,47.55,820,Low,Down
C292,Q1,542.5,374.17,0.89,2.62,5.7,33.69,266.22,749,Low,Up
C371,Q2,3844.65,511.36,1.76,1.71,9.46,13.9,373.54,443,High,Up
C282,Q1,4833.06,664.52,1.74,0.75,6.57,34.44,206.43,419,High,Down
C029,Q1,4851.87,610.48,0.31,2.34,-0.78,55.2,335.22,475,High,Stable
C149,Q1,4332.1,260.15,3.03,0.74,-4.54,5.86,245.11,369,High,Up
C267,Q3,3023.92,-150.41,4.29,2.98,10.25,40.34,218.82,502,High,Stable
C296,Q1,3519.29,828.67,1.97,1.88,18.02,9.05,145.48,479,High,Up
C011,Q3,1461.77,472.77,3.73,2.9,-2.34,5.35,191.61,409,High,Up
C164,Q1,3172.31,307.74,3.18,1.1,0.27,13.29,175.22,723,Low,Down
C113,Q1,2305.47,1273.8,1.94,4.7,4.26,28.26,323.27,802,Low,Stable
C187,Q2,2435.99,1069.46,0.79,4.53,15.22,49.13,58.45,705,Low,Down
C295,Q3,3800.99,1258.2,3.58,1.35,1.73,20.5,46.77,390,High,Down
C232,Q1,1445.5,641.47,4.29,2.05,17.05,39.41,330.18,593,Medium,Stable
C227,Q3,1624.3,22.58,3.46,3.26,-3.63,27.61,273.38,692,Low,Stable
C310,Q3,4626.98,983.58,0.19,0.93,18.52,17.89,215.38,336,High,Up
C098,Q4,328.31,150.33,1.16,2.1,9.02,33.28,76.65,816,Low,Stable
C055,Q2,2453.89,550.09,0.44,1.63,11.47,48.86,205.81,615,Medium,Stable
C111,Q2,4568.36,-89.5,2.89,4.62,4.19,50.79,394.97,471,High,Stable
C152,Q2,3071.3,1203.02,3.81,4.34,14.55,51.56,444.87,705,Low,Stable
C246,Q4,2754.72,14.1,0.64,3.11,-0.84,23.62,351.44,561,High,Down
C406,Q4,1286.23,1335.27,4.21,2.84,-3.78,48.64,30.43,783,Low,Up
C069,Q2,1749.21,1269.19,2.82,4.69,4.89,16.67,335.37,326,High,Down
C312,Q4,4267.64,589.79,3.48,4.7,16.34,45.61,120.87,794,Low,Down
C289,Q4,2818.13,1065.43,4.86,4.86,13.87,57.16,157.97,354,High,Stable
C250,Q4,2597.97,853.06,0.51,1.06,7.93,5.76,98.34,548,High,Stable
C036,Q2,542.92,1165.23,4.52,1.22,9.3,29.22,387.99,572,High,Stable
C239,Q2,129.34,534.07,0.72,3.55,-1.75,40.63,324.48,558,High,Stable
C148,Q2,4820.24,1135.87,2.03,2.94,16.02,43.6,306.11,490,High,Up
C467,Q4,1916.08,586.18,4.27,0.58,14.67,14.68,334.15,745,Low,Stable
C227,Q2,3035.9,1399.64,4.54,0.78,11.41,58.47,118.77,801,Low,Up
C244,Q4,444.59,626.83,2.58,4.5,6.65,38.84,222.6,692,Low,Up
C491,Q1,3431.42,586.45,3.01,4.41,19.11,14.04,316.81,707,Low,Down
C337,Q4,4666.21,1134.62,3.57,2.11,16.98,6.13,318.48,408,High,Down
C446,Q3,2899.54,1196.68,4.18,4.51,11.11,48.08,396.03,402,High,Stable
C365,Q2,674.27,742.63,0.7,3.17,4.3,9.38,143.91,525,High,Down
C491,Q2,2929.52,105.66,4.07,4.13,10.45,12.76,385.28,652,Medium,Stable
C482,Q3,3843.42,595.19,2.46,2.42,9.39,36.62,220.37,459,High,Up
C201,Q4,2061.76,1445.72,2.31,1.01,4.86,38.19,335.25,703,Low,Stable
C154,Q1,4405.2,1080.08,2.18,2.45,2.67,42.78,228.13,623,Medium,Stable
C450,Q3,3260.98,1178.98,2.6,2.56,5.18,26.64,474.33,444,High,Stable
C073,Q3,4501.28,-144.2,4.73,2.98,9.35,47.56,90.06,764,Low,Up
C201,Q4,3136.35,595.36,2.79,0.98,5.7,58.59,337.67,431,High,Stable
C296,Q2,699.88,899.26,4.77,4.96,1.59,19.91,288.48,392,High,Down
C017,Q4,1582.97,1211.06,0.98,1.6,14.02,43.67,86.78,572,High,Stable
C129,Q3,1048.88,-116.23,3.65,1.39,8.29,56.07,33.47,833,Low,Down
C217,Q3,4548.69,1249.15,4.08,2.87,-3.31,42.75,399.67,493,High,Up
C061,Q2,3813.98,732.28,3.43,2.92,4.21,42.46,79.15,469,High,Up
C427,Q2,3398.17,135.43,3.07,2.48,17.12,17.31,93.66,759,Low,Up
C104,Q2,1539.78,339.33,2.87,3.97,13.88,34.43,489.23,310,High,Stable
C042,Q4,961.02,279.28,4.32,2.82,3.08,35.94,358.77,480,High,Down
